Rank,Alphagram,Word(s),Removed Anagrams,Length,# Most Frequent in Round,Usefulness Score,Best Single Word,Takes,Valid before 2015?
340,DELNORU,ROUNDEL,-,7,1525,10675,ROUNDEL,s,Y
341,AEIMNOPT,PTOMAINE,-,8,1327,10616,PTOMAINE,s,Y
342,AEGHIOS,HOAGIES,-,7,1513,10591,HOAGIES,,Y
343,AEGHIO,HOAGIE,-,6,1764,10584,HOAGIE,s,Y
344,ENOPRSU,UNROPES,-,7,1512,10584,UNROPES,,Y
345,AEILNOP,OPALINE,-,7,1511,10577,OPALINE,s,Y
346,AEILMNOS,LAMINOSE/SEMOLINA,-,8,1318,10544,SEMOLINA,s,Y
347,AEILOPST,SPOLIATE,OPALITES,8,1318,10544,SPOLIATE,ds,N
348,ADEINRU,UNAIRED,-,7,1504,10528,UNAIRED,,Y
349,ADENOOST,ODONATES,-,8,1316,10528,ODONATES,,Y
350,AEGILST,LIGATES,-,7,1503,10521,LIGATES,,Y
351,AEILMNR,MANLIER/MARLINE/MINERAL/RAILMEN,-,7,1502,10514,MINERAL,s,Y
352,EILNORSTU,OUTLINERS,-,9,583,10494,OUTLINERS,,Y
353,ADILNOR,NAILROD/ORDINAL,RODINAL,7,1498,10486,ORDINAL,s,Y
354,DEIMORSU,DIMEROUS,-,8,1308,10464,DIMEROUS,,Y
355,DIIOST,IDIOTS,-,6,1744,10464,IDIOTS,,Y
356,AEINORSTT,STATIONER,NITROSATE,9,581,10458,STATIONER,,Y
357,EEINRTU,RETINUE/REUNITE/UTERINE,NEURITE,7,1494,10458,REUNITE,ds,Y
358,ADIMOST,DIATOMS/MASTOID,-,7,1492,10444,MASTOID,s,Y
359,EIOSTUV,OUTVIES,-,7,1490,10430,OUTVIES,,N
360,AAEENRST,ARSENATE/SERENATA,-,8,1303,10424,ARSENATE,s,Y
361,ACEORSTU,OUTRACES,-,8,1299,10392,OUTRACES,,Y
362,AEELOT,OLEATE,-,6,1721,10326,OLEATE,s,Y
363,ADENOORT,RATOONED,-,8,1290,10320,RATOONED,,Y
364,AIOORS,ARIOSO,-,6,1717,10302,ARIOSO,s,Y
365,AEINNORT,ANOINTER,REANOINT,8,1286,10288,ANOINTER,s,Y
366,ACEMOSU,MUCOSAE,-,7,1468,10276,MUCOSAE,,Y
367,AEGLNRU,GRANULE,UNREGAL,7,1468,10276,GRANULE,s,Y
368,AEINPSTU,PETUNIAS/SUPINATE,-,8,1282,10256,SUPINATE,ds,Y
369,ADEENSTU,UNSEATED,-,8,1281,10248,UNSEATED,,Y
370,DEINRSU,INSURED,-,7,1461,10227,INSURED,,Y
371,ADEMRTU,MATURED,-,7,1460,10220,MATURED,,Y
372,AENORTV,VENATOR,-,7,1457,10199,VENATOR,s,N
373,AELOORS,AEROSOL/ROSEOLA,-,7,1456,10192,AEROSOL,s,Y
374,AENOPRST,OPERANTS/PRONATES,TROPANES,8,1273,10184,OPERANTS,,Y
375,EILOORST,OESTRIOL/TOOLSIER,-,8,1264,10112,OESTRIOL,,Y
376,DEENOST,DENOTES,ONSTEED,7,1444,10108,DENOTES,,Y
377,ADEILNOP,PALINODE,-,8,1262,10096,PALINODE,s,Y
378,EEGINOST,EGESTION,-,8,1261,10088,EGESTION,s,N
379,ADENTUV,VAUNTED,-,7,1437,10059,VAUNTED,,Y
380,AADEERT,AERATED,-,7,1434,10038,AERATED,,Y
381,ADEGNOU,GUANOED,-,7,1433,10031,GUANOED,,N
382,DEEILOS,OILSEED,-,7,1431,10017,OILSEED,,Y
383,EFGIOS,FOGIES,-,6,1668,10008,FOGIES,,Y
384,EEMORT,EMOTER/METEOR/REMOTE,-,6,1663,9978,REMOTE,rs,Y
385,ADEEILRT,DETAILER/RETAILED,DELIRATE,8,1247,9976,DETAILER,s,Y
386,AGIORSU,GIAOURS,-,7,1420,9940,GIAOURS,,Y
387,AGIOSTU,AGOUTIS,-,7,1420,9940,AGOUTIS,,Y
388,DEGORSU,DROGUES/GOURDES/GROUSED,-,7,1415,9905,GROUSED,,Y
389,DEIINOST,EDITIONS/SEDITION,-,8,1237,9896,EDITIONS,,Y
390,AEGINSU,GUINEAS,-,7,1411,9877,GUINEAS,,Y
391,ABEINORST,BARITONES/OBTAINERS,BOTANISER/REOBTAINS,9,547,9846,BARITONES,,Y
392,ADEITW,WAITED,-,6,1640,9840,WAITED,,Y
393,AEHINORST,HORTENSIA/SENHORITA,-,9,546,9828,HORTENSIA,,Y
394,AEENOPRS,PERSONAE,PERAEONS,8,1227,9816,PERSONAE,,Y
395,ADEFINT,DEFIANT/FAINTED,-,7,1396,9772,DEFIANT,,Y
396,AEELSTU,ELUATES,AULETES,7,1396,9772,ELUATES,,Y
397,AINOPRS,PARISON,PORINAS,7,1393,9751,PARISON,s,Y
398,AENNORSU,UNREASON,-,8,1217,9736,UNREASON,,Y
399,ENOPRU,UNROPE,-,6,1622,9732,UNROPE,ds,Y
400,IINORT,ROTINI,-,6,1622,9732,ROTINI,,N
401,AAEGNOP,APOGEAN,-,7,1390,9730,APOGEAN,,N
402,DEIOSUV,DEVIOUS,-,7,1388,9716,DEVIOUS,,Y
403,ADEIMNST,MEDIANTS,-,8,1211,9688,MEDIANTS,,Y
404,ADEIORV,AVOIDER,-,7,1384,9688,AVOIDER,s,Y
405,AADEINR,ARANEID,-,7,1382,9674,ARANEID,s,Y
406,EGINORTU,ROUTEING,-,8,1209,9672,ROUTEING,,Y
407,EELNRSU,UNREELS,-,7,1381,9667,UNREELS,,Y
408,AEGLORST,GLOATERS/LEGATORS,-,8,1208,9664,LEGATORS,,Y
409,ADEFMO,FOAMED,-,6,1610,9660,FOAMED,,Y
410,ADEILOPT,PETALOID,-,8,1206,9648,PETALOID,,Y
411,ADNOSTU,ASTOUND,-,7,1375,9625,ASTOUND,s,Y
412,EEINRSTU,ESURIENT/RETINUES/REUNITES,NEURITES,8,1200,9600,RETINUES,,Y
413,AEINRSV,RAVINES,-,7,1371,9597,RAVINES,,Y
414,AERSTUU,AUTEURS,-,7,1371,9597,AUTEURS,,Y
415,ADEGOS,DAGOES/DOSAGE,-,6,1596,9576,DOSAGE,s,Y
416,AEILNOPST,SEALPOINT,ANTIPOLES,9,532,9576,SEALPOINT,,Y
417,BEEIORS,BOERIES/EBRIOSE,REBOISE,7,1368,9576,BOERIES,,N
418,AEIMOST,AMOSITE/ATOMIES/ATOMISE,OSMIATE,7,1367,9569,ATOMISE,drs,Y
419,AEEINTT,TAENITE,-,7,1365,9555,TAENITE,s,N
420,ADEEINRT,DETAINER/RETAINED,-,8,1187,9496,DETAINER,s,Y
421,ACDEINORT,REDACTION,CITRONADE,9,527,9486,REDACTION,,Y
422,ABENORT,BARONET,REBOANT,7,1351,9457,BARONET,s,Y
423,AEGNNOS,NONAGES,-,7,1351,9457,NONAGES,,N
424,EELORSTU,RESOLUTE,-,8,1181,9448,RESOLUTE,,Y
425,DEILRTU,DILUTER,-,7,1349,9443,DILUTER,s,Y
426,AEGILNOST,LEGATIONS,-,9,524,9432,LEGATIONS,,Y
427,AEGNORSTU,OUTRANGES,-,9,524,9432,OUTRANGES,,Y
428,AELMNOT,OMENTAL/TELAMON,-,7,1347,9429,OMENTAL,,Y
429,AINOORT,ORATION,-,7,1347,9429,ORATION,s,Y
430,DEIINOT,EDITION,-,7,1346,9422,EDITION,s,Y
431,AAEMNTU,MANTEAU,-,7,1345,9415,MANTEAU,s,Y
432,EIILNORS,LIONISER,-,8,1176,9408,LIONISER,s,N
433,AENOTV,NOVATE,-,6,1566,9396,NOVATE,ds,Y
434,AEIORSV,OVARIES,-,7,1341,9387,OVARIES,,Y
435,AIOPTU,UTOPIA,-,6,1559,9354,UTOPIA,ns,N
436,DEFIOST,FOISTED,-,7,1334,9338,FOISTED,,Y
437,AADEINRS,ARANEIDS,-,8,1167,9336,ARANEIDS,,Y
438,AAELMOT,OATMEAL,-,7,1333,9331,OATMEAL,s,Y
439,AGINOTU,OUTGAIN,AUTOING,7,1332,9324,OUTGAIN,s,N
440,AEILMOR,LOAMIER,-,7,1328,9296,LOAMIER,,Y
441,AINPRU,UNPAIR,-,6,1549,9294,UNPAIR,s,N
442,AEEINPRT,APERIENT,-,8,1158,9264,APERIENT,s,Y
443,ACEENOST,NOTECASE,-,8,1156,9248,NOTECASE,s,Y
444,AIMNORS,MANOIRS,-,7,1320,9240,MANOIRS,,Y
445,ENOORST,SNOOTER,-,7,1320,9240,SNOOTER,,N
446,ADIOSV,AVOIDS,ADVISO,6,1539,9234,AVOIDS,,Y
447,AEEGOPS,APOGEES,-,7,1319,9233,APOGEES,,Y
448,AEHINPR,HEPARIN,-,7,1319,9233,HEPARIN,,Y
449,AEINNORST,ANOINTERS,REANOINTS,9,512,9216,ANOINTERS,,Y
450,AEMNORSTU,NEUROMAST,-,9,512,9216,NEUROMAST,,Y
451,AENORSUV,RAVENOUS,-,8,1150,9200,RAVENOUS,,Y
452,ACDEGOR,CORDAGE,-,7,1314,9198,CORDAGE,,Y
453,EILNOTU,ELUTION/OUTLINE,-,7,1314,9198,OUTLINE,drs,Y
454,ABEINORT,BARITONE/OBTAINER,REOBTAIN,8,1149,9192,BARITONE,s,Y
455,ADEEIRW,WEARIED,-,7,1313,9191,WEARIED,,Y
456,ADEILOPS,ELASIPOD,OPALISED,8,1148,9184,ELASIPOD,s,Y
457,EEMNOST,TEMENOS/TONEMES,-,7,1312,9184,TONEMES,,Y
458,AEHIORST,HOARIEST,THEORIAS,8,1146,9168,HOARIEST,,Y
459,AEGOSSU,GASEOUS,-,7,1309,9163,GASEOUS,,Y
460,AEIMRTW,WARTIME,-,7,1308,9156,WARTIME,,Y
461,EIMNSTU,MINUETS/MINUTES,MISTUNE/MUSTINE,7,1305,9135,MINUTES,t,Y
462,AALNOT,ATONAL,-,6,1522,9132,ATONAL,,Y
463,ABEGINO,BEGONIA,-,7,1303,9121,BEGONIA,s,Y
464,EILPTU,PLUTEI,PLUTIE,6,1518,9108,PLUTEI,,Y
465,AELNRTU,NEUTRAL,-,7,1299,9093,NEUTRAL,s,Y
466,AEILMNORS,ALMONRIES/NORMALISE,-,9,505,9090,NORMALISE,,Y
467,AGIORV,VIRAGO,-,6,1515,9090,VIRAGO,s,Y
468,AEOSTV,OVATES,-,6,1511,9066,OVATES,,Y
469,EGIORT,GOITRE,-,6,1511,9066,GOITRE,ds,Y
470,ADEIIPR,PERIDIA,-,7,1295,9065,PERIDIA,,Y
471,ADEEOPST,ADOPTEES,-,8,1133,9064,ADOPTEES,,Y
472,AEGIMRS,IMAGERS/MIRAGES,-,7,1294,9058,MIRAGES,,Y
473,AEGILNORS,REGIONALS,-,9,502,9036,REGIONALS,,Y
474,ABEORSTU,SABOTEUR,-,8,1129,9032,SABOTEUR,s,Y
475,AGIMORU,GOURAMI,-,7,1290,9030,GOURAMI,s,Y
476,ACENORSU,NACREOUS,-,8,1128,9024,NACREOUS,,Y
477,ABEINOST,BOTANISE/OBEISANT,NIOBATES,8,1127,9016,BOTANISE,ds,Y
478,ACDELOT,LOCATED,-,7,1287,9009,LOCATED,,Y
479,AEGILNOS,GASOLINE,-,8,1124,8992,GASOLINE,s,Y
480,AEGINRSTU,SIGNATURE,-,9,499,8982,SIGNATURE,,Y
481,ACEINOPR,APOCRINE/CAPONIER/PROCAINE,-,8,1122,8976,CAPONIER,s,Y
482,AEFILORT,FLOATIER,-,8,1122,8976,FLOATIER,,N
483,AEILOTV,VIOLATE,-,7,1282,8974,VIOLATE,ds,Y
484,ACEIMSU,CAESIUM,AECIUMS,7,1281,8967,CAESIUM,,Y
485,AEHILST,LATEISH,-,7,1276,8932,LATEISH,,N
486,EEGINOS,GENOISE/SOIGNEE,-,7,1274,8918,GENOISE,s,Y
487,ACEINTU,TUNICAE,-,7,1273,8911,TUNICAE,,Y
488,DEIOTUV,OUTVIED,-,7,1273,8911,OUTVIED,,N
489,AEIILRST,LAIRIEST/LISTERIA,ARTILISE,8,1112,8896,LISTERIA,,Y
490,ACEILNOR,COLINEAR/LONICERA,ACROLEIN,8,1110,8880,LONICERA,s,Y
491,ADEINPRU,UNPAIRED,UNREPAID,8,1108,8864,UNPAIRED,,Y
492,AADRTU,DATURA,-,6,1476,8856,DATURA,s,Y
493,AIMOSW,MIAOWS,-,6,1475,8850,MIAOWS,,Y
494,AEIINRT,INERTIA,-,7,1263,8841,INERTIA,l,Y
495,ACEILORST,SCLEROTIA/SECTORIAL,-,9,491,8838,SECTORIAL,,Y
496,AAENRS,ARENAS,ANEARS,6,1472,8832,ARENAS,,Y
497,EGMORU,MORGUE,-,6,1472,8832,MORGUE,s,Y
498,AEGIORSS,ARGOSIES,-,8,1103,8824,ARGOSIES,,Y
499,DEGITU,DUGITE,-,6,1469,8814,DUGITE,s,Y
500,AADEGOT,GEODATA,-,7,1256,8792,GEODATA,,N
501,ABDEIRT,TRIBADE,-,7,1255,8785,TRIBADE,s,Y
502,ADENOPRS,OPERANDS/PADRONES,ADPERSON/PANDEROS/PANDOERS/PANDORES/PARSONED,8,1098,8784,OPERANDS,,Y
503,ALORTU,TORULA,ROTULA,6,1462,8772,TORULA,e,Y
504,DEHINO,HONIED,-,6,1461,8766,HONIED,,Y
505,ACENOOR,CORONAE,-,7,1250,8750,CORONAE,,Y
506,ACEIOPRT,APORETIC/OPERATIC,-,8,1093,8744,OPERATIC,s,Y
507,AEIMNRSU,ANEURISM,-,8,1093,8744,ANEURISM,s,Y
508,CEEIORST,COTERIES/ESOTERIC,-,8,1093,8744,ESOTERIC,a,Y
509,DEIMOTT,OMITTED,-,7,1249,8743,OMITTED,,Y
510,ADEFNSU,SNAFUED,-,7,1247,8729,SNAFUED,,Y
511,EGIMORST,ERGOTISM,-,8,1088,8704,ERGOTISM,,Y
512,DEIORSTU,OUTRIDES/OUTSIDER,ETOURDIS,8,1087,8696,OUTSIDER,s,Y
513,AADEINRST,STERADIAN,-,9,483,8694,STERADIAN,,Y
514,ALMNOSU,SOLANUM,-,7,1242,8694,SOLANUM,s,Y
515,AEFGORS,FORAGES,-,7,1241,8687,FORAGES,,Y
516,AADEILNT,DENTALIA,-,8,1082,8656,DENTALIA,,N
517,EEMOST,EMOTES,-,6,1434,8604,EMOTES,,Y
518,AEGIMNP,PIGMEAN,-,7,1229,8603,PIGMEAN,,N
519,AENPSTU,PEANUTS,UNPASTE,7,1229,8603,PEANUTS,,Y
520,DINOORS,INDOORS/SINDOOR/SORDINO,-,7,1229,8603,INDOORS,,Y
521,AIMNOSTU,MANITOUS/TINAMOUS,-,8,1074,8592,MANITOUS,,Y
522,AEIMNRSTU,ANTISERUM/RUMINATES,MISAUNTER/RUMANITES,9,477,8586,RUMINATES,,Y
523,AEHIORR,HOARIER,-,7,1226,8582,HOARIER,,Y
524,AAINOR,ARONIA,-,6,1429,8574,ARONIA,s,N
525,AEEMNRTU,NUMERATE,-,8,1071,8568,NUMERATE,,Y
526,AEILOPRS,POLARISE,PELORIAS,8,1071,8568,POLARISE,drs,Y
527,EINOPRTU,ERUPTION,-,8,1071,8568,ERUPTION,s,Y
528,ADINRTU,UNITARD,-,7,1221,8547,UNITARD,s,Y
529,AEILNSU,INSULAE,-,7,1219,8533,INSULAE,,Y
530,ADEIORSTT,STORIATED,-,9,474,8532,STORIATED,,Y
531,AEEGOP,APOGEE,-,6,1422,8532,APOGEE,s,Y
532,ACDEINOS,DIOCESAN,-,8,1065,8520,DIOCESAN,s,Y
533,DEEIOPST,POETISED,-,8,1065,8520,POETISED,,Y
534,AEISTTU,SITUATE,-,7,1215,8505,SITUATE,ds,Y
535,ADEEMSU,MEDUSAE,-,7,1214,8498,MEDUSAE,,Y
536,DENOPRU,POUNDER/UNROPED,-,7,1214,8498,POUNDER,s,Y
537,ADELNO,LOANED,-,6,1415,8490,LOANED,,Y
538,ADEEILNT,DATELINE/ENTAILED,-,8,1061,8488,DATELINE,ds,Y
539,EILNORR,LORINER,-,7,1212,8484,LORINER,s,Y
540,AEIPRTW,WIRETAP,-,7,1211,8477,WIRETAP,s,Y
541,AAGIST,GAITAS,-,6,1412,8472,GAITAS,,Y
542,DEENOT,DENOTE,-,6,1412,8472,DENOTE,ds,Y
543,ADINOPR,PADRINO/PONIARD,-,7,1209,8463,PONIARD,s,Y
544,AAEILRS,AERIALS,-,7,1208,8456,AERIALS,,Y
545,AEEGNRT,GRANTEE/REAGENT,GREATEN/NEGATER/RENTAGE,7,1207,8449,REAGENT,s,Y
546,ACENORTU,COURANTE,-,8,1054,8432,COURANTE,s,Y
547,ADINORST,INTRADOS,-,8,1054,8432,INTRADOS,,Y
548,ABEEINT,BETAINE,-,7,1204,8428,BETAINE,s,Y
549,EEIMNORS,EMERSION,ROMENIES,8,1053,8424,EMERSION,,Y
550,AEIPSW,WASPIE,-,6,1403,8418,WASPIE,s,Y
551,ADELORST,DELATORS/LEOTARDS/LODESTAR,-,8,1050,8400,LODESTAR,s,Y
552,AEEORST,ROSEATE,-,7,1199,8393,ROSEATE,,Y
553,DEEIMNO,DOMINEE,-,7,1197,8379,DOMINEE,rs,Y
554,DEILNOTU,OUTLINED,-,8,1045,8360,OUTLINED,,Y
555,DIOORT,TOROID,-,6,1391,8346,TOROID,s,Y
556,EEGLNOR,ERELONG,-,7,1192,8344,ERELONG,,N
557,AADMOU,AMADOU,-,6,1390,8340,AMADOU,,Y
558,ADEIORSV,AVOIDERS,OVERSAID,8,1039,8312,AVOIDERS,,Y
559,AENORR,ROANER,-,6,1385,8310,ROANER,,N
560,DEILMOS,MIDSOLE,MELOIDS,7,1185,8295,MIDSOLE,s,Y
561,AEINNPT,PINNATE,PANTINE/PENATIN,7,1183,8281,PINNATE,d,Y
562,ADENORR,ADORNER,READORN,7,1182,8274,ADORNER,s,Y
563,AEFOSS,FOSSAE,-,6,1377,8262,FOSSAE,,Y
564,AAGOSTU,AUTOGAS,-,7,1178,8246,AUTOGAS,,N
565,ADNORTU,ROTUNDA,-,7,1176,8232,ROTUNDA,s,Y
566,ACDEINOST,CATENOIDS/SONICATED,-,9,457,8226,SONICATED,,Y
567,ACDEINOT,ACTIONED/CATENOID,-,8,1028,8224,CATENOID,s,Y
568,ABEOPR,PEROBA,-,6,1370,8220,PEROBA,,Y
569,AEHILRU,HAULIER,-,7,1174,8218,HAULIER,s,Y
570,AEEGPST,SEPTAGE,-,7,1172,8204,SEPTAGE,,Y
571,ACEGNOT,COGNATE,-,7,1166,8162,COGNATE,s,Y
572,ADEORSST,ASSORTED/TORSADES,-,8,1020,8160,TORSADES,,Y
573,EEIORSS,SOIREES,-,7,1165,8155,SOIREES,,Y
574,AELMNORS,ALMONERS,-,8,1018,8144,ALMONERS,,Y
575,DEEINTU,DETINUE,-,7,1163,8141,DETINUE,,Y
576,DEOOSTU,OUTDOES,-,7,1163,8141,OUTDOES,,Y
577,AEEGILP,EPIGEAL,GALIPEE,7,1162,8134,EPIGEAL,,Y
578,ADEEGORT,DEROGATE,-,8,1016,8128,DEROGATE,ds,Y
579,AEILNORV,OVERLAIN,-,8,1016,8128,OVERLAIN,,Y
580,AEGOORT,ROOTAGE,-,7,1160,8120,ROOTAGE,s,N
581,DEOPTU,POUTED,-,6,1351,8106,POUTED,,Y
582,ACEILOST,SOCIETAL,COALITES,8,1012,8096,SOCIETAL,,Y
583,AEFNORST,SEAFRONT,-,8,1012,8096,SEAFRONT,s,Y
584,AEHINT,HENTAI,-,6,1349,8094,HENTAI,,N
585,ADELMOR,EARLDOM,MORALED,7,1155,8085,EARLDOM,s,Y
586,AEGHINT,HEATING,-,7,1155,8085,HEATING,,Y
587,AELMOST,MALTOSE,-,7,1155,8085,MALTOSE,,Y
588,ADEILNRTU,UITLANDER,-,9,449,8082,UITLANDER,,N
589,AEMORSS,SEROMAS,-,7,1150,8050,SEROMAS,,N
590,AEIMNOPST,PTOMAINES,-,9,447,8046,PTOMAINES,,Y
591,ADEOTTU,OUTDATE,-,7,1149,8043,OUTDATE,ds,N
592,EGLNOSU,LOUNGES,-,7,1148,8036,LOUNGES,,Y
593,DIOOSU,ODIOUS,-,6,1339,8034,ODIOUS,,Y
594,AEEINRST,RESINATE/STEARINE/TRAINEES,-,8,1004,8032,RESINATE,ds,Y
595,AEGINOPT,PINOTAGE,POINTAGE,8,1003,8024,PINOTAGE,s,Y
596,AEORSTTU,OUTSTARE,OUTRATES,8,1003,8024,OUTSTARE,ds,Y
597,EILORU,LOURIE,-,6,1337,8022,LOURIE,s,Y
598,AEIRTW,WAITER,-,6,1336,8016,WAITER,s,Y
599,AEILNPR,PLAINER/PRALINE,-,7,1145,8015,PRALINE,s,Y
600,AEGOORST,ROOTAGES,-,8,1001,8008,ROOTAGES,,N
601,DEILNOSU,DELUSION/UNSOILED,NODULISE,8,1000,8000,DELUSION,s,Y
602,AAEGOR,AGORAE,OARAGE,6,1332,7992,AGORAE,,Y
603,CENOPSU,POUNCES,-,7,1141,7987,POUNCES,,Y
604,CEEGORT,CORTEGE,-,7,1140,7980,CORTEGE,s,Y
605,AEIMORTT,AMORETTI,-,8,997,7976,AMORETTI,,Y
606,BDEGIOS,BODGIES,-,7,1139,7973,BODGIES,,Y
607,EENOSTW,TOWNEES,-,7,1138,7966,TOWNEES,,Y
608,EILORTT,TRIOLET,-,7,1136,7952,TRIOLET,s,Y
609,AEHIRSTU,THESAURI,-,8,993,7944,THESAURI,,Y
610,ADELOSS,LASSOED,ALDOSES,7,1134,7938,LASSOED,,Y
611,EIINPST,TIEPINS,PINITES,7,1134,7938,TIEPINS,,Y
612,EILOORS,ORIOLES,-,7,1134,7938,ORIOLES,,Y
613,AEOPSST,PETASOS,PASTOSE/POSTEAS,7,1133,7931,PETASOS,,N
614,AEMNOS,NOSEMA,NOEMAS,6,1320,7920,NOSEMA,s,Y
615,ADEILMP,IMPALED/IMPLEAD,PELAMID,7,1131,7917,IMPLEAD,s,Y
616,AEEIMNST,MATINEES,-,8,988,7904,MATINEES,,Y
617,AEIOSST,SOSATIE,-,7,1129,7903,SOSATIE,s,Y
618,ADIORST,ASTROID,OTRIADS,7,1128,7896,ASTROID,s,Y
619,AEGOSTW,STOWAGE/TOWAGES,-,7,1128,7896,STOWAGE,s,Y
620,AEPRTU,UPRATE,-,6,1315,7890,UPRATE,ds,Y
621,AEMNNOS,MANNOSE,-,7,1127,7889,MANNOSE,,Y
622,AEGIORTV,RAVIGOTE,-,8,982,7856,RAVIGOTE,,Y
623,ADEINOX,DIOXANE,-,7,1120,7840,DIOXANE,,Y
624,AADENT,ADNATE,-,6,1306,7836,ADNATE,,Y
625,AEEGINRT,ENARGITE/GRATINEE,-,8,978,7824,GRATINEE,d,Y
626,EIOTUV,OUTVIE,-,6,1302,7812,OUTVIE,ds,N
627,ACEINORS,SCENARIO,-,8,976,7808,SCENARIO,s,Y
628,AEELNOPR,PERONEAL,-,8,976,7808,PERONEAL,,Y
629,DEHILOT,LITHOED,-,7,1115,7805,LITHOED,,Y
630,EGIMNOT,EMOTING/MITOGEN,-,7,1115,7805,MITOGEN,s,Y
631,AADMORT,MATADOR,-,7,1114,7798,MATADOR,s,Y
632,AEENNOT,NEONATE,-,7,1114,7798,NEONATE,s,Y
633,AEIIMRT,AIRTIME/AMIRITE,-,7,1114,7798,AIRTIME,,Y
634,AIILNOS,LIAISON,-,7,1111,7777,LIAISON,s,Y
635,EEHINOR,HEROINE,-,7,1111,7777,HEROINE,s,Y
636,ADINORSTU,DURATIONS,-,9,432,7776,DURATIONS,,N
637,ACEGIRST,AGRESTIC,-,8,971,7768,AGRESTIC,,Y
638,AEILMOPR,PROEMIAL,EMPORIAL,8,971,7768,PROEMIAL,,Y
639,DEILOSTU,SOLITUDE,-,8,971,7768,SOLITUDE,s,Y
640,DEINOPRS,PRISONED,POINDERS,8,970,7760,PRISONED,,Y
641,ADEGILT,LIGATED,-,7,1108,7756,LIGATED,,Y
642,AEEGMT,GAMETE/METAGE,-,6,1292,7752,GAMETE,s,Y
643,ABDEOST,BOASTED/SABOTED,-,7,1106,7742,BOASTED,,Y
644,EGNOTU,TONGUE,-,6,1290,7740,TONGUE,ds,Y
645,AEENPT,NEPETA,-,6,1289,7734,NEPETA,s,Y
646,ABEMORT,BROMATE,-,7,1104,7728,BROMATE,s,Y
647,EGIOPRU,GROUPIE/PIROGUE,-,7,1103,7721,PIROGUE,s,Y
648,ADEFINOR,FIRENADO,-,8,965,7720,FIRENADO,s,N
649,AEIMNOPRT,PROTAMINE,-,9,427,7686,PROTAMINE,,Y
650,AAEIMNS,AMNESIA,-,7,1097,7679,AMNESIA,c,Y
651,ADEEMNOT,NEMATODE,-,8,959,7672,NEMATODE,s,Y
652,ADEHORTU,AUTHORED,-,8,959,7672,AUTHORED,,Y
653,DEEIOPT,EPIDOTE,-,7,1096,7672,EPIDOTE,,Y
654,EILOOT,OOLITE/TOOLIE,-,6,1278,7668,OOLITE,s,Y
655,ADEGIMOR,IDEOGRAM,-,8,958,7664,IDEOGRAM,s,Y
656,EGILORTU,TRILOGUE,-,8,958,7664,TRILOGUE,s,N
657,ADEGINW,WINDAGE,-,7,1093,7651,WINDAGE,,Y
658,ADIINSU,INDUSIA,SUIDIAN,7,1092,7644,INDUSIA,l,Y
659,AGILORS,GIRASOL,-,7,1092,7644,GIRASOL,es,Y
660,DEEMNOR,MODERNE,-,7,1091,7637,MODERNE,,Y
661,EIINOPR,RIPIENO,-,7,1091,7637,RIPIENO,s,Y
662,AMNOTU,AMOUNT/OUTMAN,MANTOU/TOUMAN,6,1272,7632,AMOUNT,s,Y
663,CEIORSW,COWRIES,-,7,1090,7630,COWRIES,,Y
664,DEIMOPS,IMPOSED,-,7,1089,7623,IMPOSED,,Y
665,ADEILOPRT,DEPILATOR,-,9,423,7614,DEPILATOR,,Y
666,DELMOTU,MOULTED,-,7,1087,7609,MOULTED,,Y
667,AEIPRTV,PRIVATE,-,7,1085,7595,PRIVATE,s,Y
668,EIOORRT,ROOTIER,-,7,1085,7595,ROOTIER,,Y
669,ADEIINST,DAINTIES,ADENITIS,8,948,7584,DAINTIES,t,Y
670,AEEGINRST,RESEATING/STINGAREE,AGENTRIES/EASTERING/RESIGNATE,9,421,7578,RESEATING,,Y
671,EGINORSU,SOIGNEUR,ROUGINES,8,947,7576,SOIGNEUR,s,Y
672,AEENOPRST,PERSONATE,PATRONEES,9,420,7560,PERSONATE,,Y
673,AAELORR,AREOLAR,-,7,1079,7553,AREOLAR,,Y
674,AEIOPSS,SOAPIES,-,7,1079,7553,SOAPIES,t,N
675,ADEILMNO,MELANOID,MALENOID,8,939,7512,MELANOID,,Y
676,AGIRTU,GUITAR,-,6,1252,7512,GUITAR,s,Y
677,AGIRSTU,GUITARS,-,7,1073,7511,GUITARS,,Y
678,DEGILOR,GLORIED/GODLIER,-,7,1071,7497,GLORIED,,Y
679,AGINOPS,SOAPING,PINGAOS,7,1069,7483,SOAPING,,Y
680,AEMNPSU,PNEUMAS,-,7,1068,7476,PNEUMAS,,Y
681,AEMRUV,MAUVER,-,6,1245,7470,MAUVER,,Y
682,ADDEITU,AUDITED,-,7,1066,7462,AUDITED,,Y
683,AEEILRST,ATELIERS/EARLIEST,LATERISE,8,931,7448,EARLIEST,,Y
684,AEEGLNOT,ELONGATE,-,8,930,7440,ELONGATE,ds,Y
685,AEMNOORT,ANTEROOM,-,8,930,7440,ANTEROOM,s,Y
686,AEEINPRST,APERIENTS/EPISTERNA,PISTAREEN,9,413,7434,APERIENTS,,Y
687,EINOPRSTU,ERUPTIONS,-,9,413,7434,ERUPTIONS,,Y
688,EILNOOST,LOONIEST/OILSTONE,-,8,928,7424,OILSTONE,s,Y
689,AADGIO,ADAGIO,-,6,1237,7422,ADAGIO,s,Y
690,DEINORW,DOWNIER,-,7,1059,7413,DOWNIER,,Y
